simulation_mode,ticks,who,breed,energy,wealth,operational_capacity,operational_cost,production_rate,environmental_concern,economic_priority,innovation_level,cooperation_tendency,byproduct_utilization,capacity_utilization,region_type,resource_type,resource_quality,pollution_level,residue_generated_type,residue_used_type,reputation,network_position
0,16,0,recyclers,10.96,100,17,3.43,0.91,0.73,0.63,0.97,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.59,0
0,17,0,recyclers,10.79,100,17,3.43,0.91,0.73,0.63,0.97,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.59,0
0,17,6,wastefuls,15.49,100,25.53,2,0.99,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,23,high-toxicity,none,0.5,0
0,17,1,recyclers,7.85,70,19,1.4,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.12,0
0,17,8,wastefuls,23.24,100,24.31,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,16,high-toxicity,none,0.51,0
0,17,7,wastefuls,7.38,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,17,3,recyclers,7.96,100,19,1.63,0.84,0.82,0.48,0.92,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.88,0
0,17,5,wastefuls,20.73,100,27.78,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,26,high-toxicity,none,0.07,0
0,17,4,recyclers,7.48,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,17,2,recyclers,6.81,100,13,2.44,0.97,0.82,0.5,0.76,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.47,0
0,17,9,wastefuls,11.13,100,22.97,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,31,high-toxicity,none,0.19,0
0,18,6,wastefuls,12.4,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,18,2,recyclers,6.7,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,18,7,wastefuls,7.29,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,18,5,wastefuls,17.66,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,18,1,recyclers,7.8,70,19,1.4,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.12,0
0,18,0,recyclers,5.63,100,17,3.26,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.61,0
0,18,3,recyclers,7.91,90,19,1.55,0.84,0.82,0.48,0.97,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.9,0
0,18,4,recyclers,7.41,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,18,9,wastefuls,11.08,100,22.97,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,31,high-toxicity,none,0.19,0
0,18,8,wastefuls,20.2,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,19,7,wastefuls,7.2,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,19,2,recyclers,6.6,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,19,0,recyclers,5.47,100,17,3.26,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.61,0
0,19,8,wastefuls,20.16,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,19,5,wastefuls,17.58,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,19,3,recyclers,7.86,90,19,1.55,0.84,0.82,0.48,0.97,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.9,0
0,19,9,wastefuls,8.03,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,19,6,wastefuls,12.32,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,19,4,recyclers,7.34,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,19,1,recyclers,7.74,70,19,1.4,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.12,0
0,20,9,wastefuls,7.98,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,20,2,recyclers,6.49,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,20,8,wastefuls,20.12,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,20,4,recyclers,7.26,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,20,3,recyclers,7.81,90,19,1.55,0.84,0.82,0.48,0.97,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.9,0
0,20,0,recyclers,5.31,100,17,3.26,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.61,0
0,20,1,recyclers,7.69,70,19,1.4,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.12,0
0,20,7,wastefuls,7.11,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,20,5,wastefuls,17.51,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,20,6,wastefuls,12.23,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,21,4,recyclers,7.19,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,21,7,wastefuls,7.02,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,21,0,recyclers,5.16,90,17,3.1,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.63,0
0,21,2,recyclers,6.38,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,21,6,wastefuls,12.15,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,21,1,recyclers,7.63,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,21,5,wastefuls,17.44,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,21,3,recyclers,7.76,90,19,1.55,0.84,0.82,0.48,0.97,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.9,0
0,21,9,wastefuls,7.93,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,21,8,wastefuls,20.08,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,22,4,recyclers,7.12,80,17,2.21,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.13,0
0,22,9,wastefuls,7.89,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,22,0,recyclers,5,90,17,3.1,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.63,0
0,22,7,wastefuls,6.93,100,32.16,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,49,high-toxicity,none,0.56,0
0,22,5,wastefuls,17.37,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,22,2,recyclers,6.27,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,22,3,recyclers,7.71,90,19,1.55,0.84,0.82,0.48,0.97,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.9,0
0,22,1,recyclers,7.58,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,22,8,wastefuls,20.03,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,22,6,wastefuls,12.07,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,23,0,recyclers,9.85,80,17,3.1,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.63,0
0,23,7,wastefuls,8.78,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,23,2,recyclers,6.17,90,13,2.32,0.97,0.82,0.5,0.81,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.49,0
0,23,6,wastefuls,11.98,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,23,3,recyclers,7.66,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,23,8,wastefuls,19.99,100,25.53,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,21,high-toxicity,none,0.51,0
0,23,4,recyclers,7.05,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,23,1,recyclers,7.53,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,23,9,wastefuls,7.84,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,23,5,wastefuls,17.3,100,29.17,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,31,high-toxicity,none,0.07,0
0,24,0,recyclers,9.7,80,17,3.1,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.63,0
0,24,9,wastefuls,7.79,100,24.12,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,36,high-toxicity,none,0.19,0
0,24,6,wastefuls,11.9,100,26.8,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,28,high-toxicity,none,0.5,0
0,24,1,recyclers,7.48,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,24,3,recyclers,7.62,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,24,7,wastefuls,8.64,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,24,5,wastefuls,14.23,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,24,8,wastefuls,16.95,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,24,2,recyclers,6.07,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,24,4,recyclers,6.98,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,25,1,recyclers,7.43,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,25,3,recyclers,7.57,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,25,4,recyclers,6.91,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,25,5,wastefuls,14.16,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,25,0,recyclers,9.55,80,17,3.1,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.63,0
0,25,9,wastefuls,9.74,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,25,8,wastefuls,16.91,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,25,7,wastefuls,8.5,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,25,2,recyclers,5.96,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,25,6,wastefuls,8.81,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,26,8,wastefuls,16.87,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,26,9,wastefuls,9.69,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,26,5,wastefuls,14.09,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,26,6,wastefuls,8.73,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,26,4,recyclers,6.84,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,26,3,recyclers,7.52,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,26,0,recyclers,9.4,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,26,7,wastefuls,8.35,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,26,1,recyclers,7.37,60,19,1.33,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.14,0
0,26,2,recyclers,5.86,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,27,4,recyclers,6.77,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,27,8,wastefuls,16.82,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,27,3,recyclers,7.47,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,27,0,recyclers,9.26,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,27,2,recyclers,5.76,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,27,7,wastefuls,8.21,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,27,9,wastefuls,9.64,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,27,1,recyclers,7.33,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,27,6,wastefuls,8.65,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,27,5,wastefuls,14.02,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,28,0,recyclers,9.11,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,28,8,wastefuls,16.78,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,28,6,wastefuls,8.56,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,28,4,recyclers,6.7,70,17,2.1,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.15,0
0,28,7,wastefuls,8.06,90,33.77,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,54,high-toxicity,none,0.56,0
0,28,1,recyclers,7.28,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,28,2,recyclers,5.66,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,28,3,recyclers,7.42,80,19,1.47,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.92,0
0,28,9,wastefuls,9.6,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,28,5,wastefuls,13.95,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,29,4,recyclers,6.63,60,17,1.99,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.17,0
0,29,6,wastefuls,8.48,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,29,7,wastefuls,9.92,80,35.46,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,59,high-toxicity,none,0.56,0
0,29,1,recyclers,7.23,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,29,2,recyclers,5.56,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,29,5,wastefuls,13.88,100,30.63,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,36,high-toxicity,none,0.07,0
0,29,0,recyclers,8.97,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,29,8,wastefuls,16.74,100,26.8,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,26,high-toxicity,none,0.51,0
0,29,3,recyclers,7.38,70,19,1.4,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.94,0
0,29,9,wastefuls,9.55,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,30,8,wastefuls,13.7,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,30,1,recyclers,7.18,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,30,7,wastefuls,6.76,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,30,2,recyclers,5.45,80,13,2.21,0.97,0.82,0.5,0.86,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.51,0
0,30,6,wastefuls,8.39,100,28.14,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,33,high-toxicity,none,0.5,0
0,30,9,wastefuls,9.5,90,25.33,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,41,high-toxicity,none,0.19,0
0,30,5,wastefuls,10.81,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,30,0,recyclers,8.82,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,30,3,recyclers,7.33,70,19,1.4,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.94,0
0,30,4,recyclers,6.57,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,31,1,recyclers,7.13,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,31,2,recyclers,5.36,70,13,2.1,0.97,0.82,0.5,0.91,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.53,0
0,31,4,recyclers,6.51,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,31,8,wastefuls,13.66,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,31,6,wastefuls,5.31,100,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,31,9,wastefuls,6.45,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,31,3,recyclers,7.29,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,31,7,wastefuls,6.61,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,31,0,recyclers,8.68,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,31,5,wastefuls,10.73,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,32,7,wastefuls,6.45,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,32,1,recyclers,7.08,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,32,0,recyclers,8.53,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,32,3,recyclers,7.25,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,32,2,recyclers,5.26,70,13,2.1,0.97,0.82,0.5,0.91,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.53,0
0,32,5,wastefuls,10.66,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,32,8,wastefuls,13.62,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,32,9,wastefuls,6.4,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,32,4,recyclers,6.44,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,32,6,wastefuls,5.22,100,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,33,2,recyclers,5.16,70,13,2.1,0.97,0.82,0.5,0.91,0.68,1,0.93,industrial,waste,low,5,low-toxicity,mixed,0.53,0
0,33,4,recyclers,6.38,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,33,6,wastefuls,5.14,100,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,33,9,wastefuls,6.35,90,26.59,1,1,0.17,0.94,0.31,0.44,0.28,0.97,natural,waste,0.007774483173721092,46,high-toxicity,none,0.19,0
0,33,0,recyclers,8.39,70,17,2.94,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.65,0
0,33,7,wastefuls,6.3,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,33,1,recyclers,7.03,50,19,1.26,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.16,0
0,33,5,wastefuls,10.59,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,33,8,wastefuls,13.57,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,33,3,recyclers,7.2,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,34,4,recyclers,6.32,50,17,1.89,0.82,0.71,0.44,1,0.91,1,0.67,natural,waste,low,16,low-toxicity,mixed,0.19,0
0,34,7,wastefuls,6.15,80,37.23,2,1,0.34,0.82,0.28,0.21,0.48,0.9,natural,waste,0.010824097813370126,64,high-toxicity,none,0.56,0
0,34,0,recyclers,8.25,60,17,2.79,0.91,0.73,0.63,1,0.56,1,0.99,natural,waste,low,17,low-toxicity,mixed,0.67,0
0,34,3,recyclers,7.16,60,19,1.33,0.84,0.82,0.48,1,0.58,1,0.65,waste-zone,waste,low,7,low-toxicity,mixed,0.96,0
0,34,8,wastefuls,13.53,100,28.14,1,1,0.22,0.71,0.24,0.46,0.46,0.84,waste-zone,waste,high,31,high-toxicity,none,0.51,0
0,34,6,wastefuls,5.06,100,29.55,2,1,0.31,0.85,0.37,0.29,0.48,0.84,waste-zone,waste,low,38,high-toxicity,none,0.5,0
0,34,5,wastefuls,10.52,100,32.16,2,1,0.22,0.99,0.38,0.24,0.31,0.71,natural,waste,high,41,high-toxicity,none,0.07,0
0,34,1,recyclers,6.98,40,19,1.2,0.83,0.98,0.64,1,0.6,1,0.78,industrial,waste,low,12,low-toxicity,mixed,1.18,0
