simulation_mode,ticks,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,last_changed,agent_present,agent_type
simulation_mode,tick,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,agent_present,agent_type
0,11,-11,17,new,0.45,1,natural,4.59,99,1.2745,0.64,false,none
0,11,-16,-13,new,0.61,19,natural,2.98,78,1.7668,0.78,false,none
0,11,2,0,new,0.42,3,natural,3.34,77,1.0769,0.91,false,none
0,11,8,9,new,0.86,6,waste-zone,3.82,70,0.9219,0.99,false,none
0,11,8,-2,new,0.82,0,natural,1.85,64,1.3957,0.88,false,none
0,11,15,0,new,0.44,5,natural,2.83,80,1.9733,0.84,false,none
0,11,-5,-3,new,0.65,5,waste-zone,1.98,86,0.7286,1,false,none
0,11,-5,-5,new,0.75,15,industrial,3,96,1.5709,0.92,false,none
0,11,-13,-9,new,0.06,2,natural,2.21,92,1.0053,0.76,false,none
0,11,14,10,new,0.09,4,industrial,1.65,63,0.6333,0.85,false,none
0,11,12,9,new,0.99,5,industrial,3.09,97,1.1057,0.75,false,none
0,11,-7,3,new,0.12,18,natural,2.94,66,0.5287,0.91,false,none
0,11,14,12,new,0.85,3,waste-zone,1.67,87,1.2599,0.73,false,none
0,11,-1,0,new,0.53,13,waste-zone,3.14,87,1.2453,0.62,false,none
0,11,1,14,waste,low,18,natural,4.7,69,1.1364,0.55,false,none
0,11,6,-5,new,0.38,16,waste-zone,4.87,57,0.5172,1,false,none
0,11,-10,4,new,0.35,19,natural,3.51,52,1.439,0.64,false,none
0,11,-17,-1,waste,low,14,natural,3.86,70,1.0841,0.65,false,none
0,11,2,-2,new,0.52,3,waste-zone,1.69,73,1.9774,0.79,false,none
0,11,10,8,new,0.34,18,waste-zone,3.33,76,1.6899,0.84,false,none
0,11,16,2,new,1,2,waste-zone,1.07,94,1.4645,0.6,false,none
0,11,-16,3,new,0.58,8,industrial,2.69,86,1.5226,0.95,false,none
0,11,12,-9,new,0.06,11,industrial,4.37,71,0.6441,0.77,false,none
0,11,16,-9,recycled,0.86,15,waste-zone,2.73,97,1.6741,0.79,false,none
0,11,-3,3,new,0.47,13,waste-zone,4.33,57,1.7142,0.57,false,none
0,11,2,-17,new,0.46,15,natural,4.18,89,1.7581,0.89,false,none
0,11,-10,-9,new,0.89,2,natural,4.23,53,1.5668,0.72,false,none
0,11,-12,-6,new,0.93,9,natural,2.08,77,1.9907,0.94,false,none
0,11,-6,4,new,0.8,10,waste-zone,4.92,54,1.5992,0.67,false,none
0,11,16,-3,new,0.26,6,industrial,4.14,91,0.5735,0.57,false,none
0,11,-8,-16,new,0.24,6,waste-zone,1.27,87,1.6817,0.95,false,none
0,11,16,-16,new,0.35,8,natural,3.49,78,1.0237,0.5,false,none
0,11,12,2,new,0.14,11,industrial,3.61,63,0.9509,0.52,false,none
0,11,8,3,new,0.75,7,industrial,2.14,90,0.9641,0.51,false,none
0,12,-11,17,new,0.45,1,natural,4.59,99,1.2745,0.64,false,none
0,12,4,10,new,0.82,10,waste-zone,1.01,71,0.6876,0.81,false,none
0,12,-8,9,new,0.32,19,waste-zone,4.65,58,1.7657,0.54,false,none
0,12,4,-2,new,0.63,10,industrial,3.87,62,0.8475,0.93,false,none
0,12,-16,-4,new,0.48,2,natural,3.41,56,1.175,0.54,false,none
0,12,-15,6,new,0.06,10,waste-zone,2.52,67,1.0457,0.72,false,none
0,12,1,14,waste,low,18,natural,4.7,69,1.1364,0.55,false,none
0,12,-2,-1,new,0.77,19,natural,1.43,92,1.7223,0.73,false,none
0,12,3,-6,new,0.16,18,industrial,1.95,59,1.7672,0.67,false,none
0,12,2,0,new,0.42,3,natural,3.34,77,1.0769,0.91,false,none
0,12,8,1,new,0.67,18,waste-zone,4.58,89,0.9264,0.56,false,none
0,12,-15,4,new,0.31,5,industrial,3.52,65,0.6355,0.61,false,none
0,12,15,7,recycled,0.42,17,waste-zone,1.13,83,1.754,0.89,false,none
0,12,-7,-14,new,0.85,6,waste-zone,2.75,75,1.3825,0.87,false,none
0,12,-13,-13,new,0.36,2,natural,3.48,94,0.6431,0.69,false,none
0,12,-7,0,waste,low,6,waste-zone,1.85,54,1.7562,0.61,false,none
0,12,2,8,recycled,0.74,8,waste-zone,3.7,84,0.5354,0.71,false,none
0,12,15,1,new,0.96,2,industrial,4.06,82,1.9985,0.85,false,none
0,12,-12,-3,new,0.09,11,waste-zone,1.33,67,1.6168,0.83,false,none
0,12,-8,-12,new,0.97,3,waste-zone,4.56,71,1.5322,0.93,false,none
0,12,3,8,new,0.59,11,industrial,3.77,62,1.8431,0.59,false,none
0,12,-5,0,new,0.85,1,industrial,4.37,72,0.6144,0.75,false,none
0,12,-14,6,new,0.43,8,industrial,4.2,86,1.8877,0.84,false,none
0,12,16,11,new,0.46,9,industrial,4.23,62,0.6628,0.69,false,none
0,12,3,-4,new,0.07,4,waste-zone,4.03,94,0.8786,0.65,false,none
0,12,-7,10,new,0.28,10,waste-zone,3.72,53,1.081,0.72,false,none
0,12,-14,0,new,0.47,17,industrial,1.66,69,1.411,0.58,false,none
0,12,-10,-15,new,0.49,7,industrial,3.93,95,0.8089,0.96,false,none
0,12,9,15,new,0.32,18,industrial,2.13,96,1.0153,0.82,false,none
0,12,-12,-10,new,0.5,7,waste-zone,4.78,97,0.7668,0.94,false,none
0,12,-13,10,new,0.78,19,industrial,4.63,74,1.4333,0.75,false,none
0,12,-10,-13,waste,low,10,industrial,2.4,76,1.1814,0.92,false,none
0,12,-9,4,new,0.73,12,natural,4.79,73,0.6184,0.75,false,none
0,12,15,-5,new,0.46,2,industrial,2.03,57,0.6638,0.91,false,none
0,12,-16,11,new,0.75,5,waste-zone,1.89,78,0.9975,0.91,false,none
0,12,6,9,recycled,0.78,19,waste-zone,1.21,55,0.9127,0.73,false,none
0,12,-2,-6,new,0.89,18,industrial,4.67,96,1.3151,0.59,false,none
0,12,-2,16,new,0.15,4,waste-zone,3.94,69,1.5295,0.78,false,none
0,12,-12,16,new,0.64,16,industrial,1.4,75,1.7644,0.54,false,none
0,12,1,16,new,0.76,4,industrial,4.83,89,1.9824,0.78,false,none
0,12,0,2,new,0.64,15,natural,4.67,82,1.9797,0.7,false,none
0,12,11,-12,new,0.67,5,industrial,3.97,84,0.6906,0.77,false,none
0,12,-12,-16,recycled,0.94,17,industrial,2.53,83,0.7274,0.87,false,none
0,12,-8,14,new,0.26,12,industrial,2.77,60,0.599,0.96,false,none
0,12,-6,-17,new,0.57,14,natural,1.71,67,1.4819,0.76,false,none
0,12,7,-12,new,0.97,19,waste-zone,3.36,80,1.3286,0.53,false,none
0,12,1,-14,new,0.96,11,natural,2.21,69,0.5662,0.75,false,none
0,12,14,8,new,0.92,16,natural,3.04,95,1.6805,0.86,false,none
0,12,-4,9,new,0.72,6,industrial,1.28,77,0.7267,0.92,false,none
0,12,-14,-8,new,0.64,10,waste-zone,4.03,77,0.7679,0.78,false,none
0,12,-6,4,new,0.8,10,waste-zone,4.92,54,1.5992,0.67,false,none
0,12,5,3,new,0.64,12,natural,2.71,97,1.0583,0.61,false,none
0,12,1,-11,new,0.8,2,natural,2.31,57,0.8799,0.86,false,none
0,12,-15,-14,waste,high,16,waste-zone,2.96,64,0.9125,0.88,true,recyclers
0,12,-11,9,new,0.19,1,natural,4.84,53,1.378,0.53,false,none
0,12,-14,-15,new,0.23,13,waste-zone,3.16,99,1.6348,0.98,false,none
0,12,15,-15,new,0.43,11,industrial,1.87,88,0.555,0.95,false,none
0,12,10,8,new,0.34,18,waste-zone,3.33,76,1.6899,0.84,false,none
0,12,13,5,new,0.74,12,natural,2.29,66,1.9814,0.89,false,none
0,12,17,-7,new,0.89,18,industrial,3.51,70,1.7638,0.91,false,none
0,12,15,11,new,0.03,13,industrial,2.83,55,1.27,0.89,false,none
0,12,8,-14,recycled,0.16,15,natural,2.33,78,1.6868,0.52,false,none
0,12,16,-2,new,0.31,17,industrial,4.84,90,1.1384,0.82,false,none
0,12,0,3,new,0.32,19,natural,3.04,59,1.8762,0.94,false,none
0,12,-12,17,new,0.11,11,industrial,3.68,99,1.5178,0.54,false,none
0,12,-9,17,waste,low,4,waste-zone,1.54,55,1.9983,0.56,true,wastefuls
0,12,10,17,new,0.09,8,waste-zone,4.48,62,1.9582,0.75,false,none
0,12,17,17,new,0.87,18,industrial,1.72,87,0.6114,0.57,false,none
0,12,-13,-12,waste,low,12,industrial,3.13,94,1.865,0.71,false,none
0,12,-17,-2,recycled,0.4,4,industrial,1.14,79,0.7732,0.6,false,none
0,12,-8,6,new,0.58,2,waste-zone,3.44,95,1.0315,0.9,false,none
0,12,-11,14,new,0.52,11,waste-zone,1.66,75,0.6006,0.56,false,none
0,12,-9,-16,new,0.14,11,natural,4.36,74,1.1272,0.66,false,none
0,12,12,-3,new,0.33,10,waste-zone,3.57,72,1.5056,0.55,false,none
0,12,-16,-2,waste,high,15,waste-zone,3.41,76,1.789,0.95,false,none
0,12,-3,-1,waste,low,19,industrial,3.64,61,0.5049,0.93,false,none
0,12,-15,-10,new,0.25,12,natural,2.53,96,1.5782,0.52,false,none
0,12,12,-6,recycled,0.39,3,waste-zone,1.63,82,1.0951,0.68,false,none
0,12,-1,-11,new,0.87,18,natural,1.88,98,1.8995,0.94,false,none
0,12,-17,-3,new,0.27,16,industrial,2.4,71,1.1066,0.59,false,none
0,12,-7,-9,new,0.5,8,waste-zone,1.22,72,0.9045,0.85,false,none
0,12,16,-1,new,0.65,8,natural,3.14,57,1.3659,0.83,false,none
0,12,-4,-5,recycled,0.46,3,natural,4.59,94,1.6456,0.67,false,none
0,12,7,-5,waste,low,13,waste-zone,3.74,65,1.607,0.87,false,none
0,12,-2,-7,new,0.41,9,industrial,4.2,51,1.5923,0.82,false,none
0,12,-9,-9,new,0.37,8,natural,1.47,93,1.681,0.88,false,none
0,12,-14,14,new,0.49,2,industrial,3.36,95,1.6635,0.91,false,none
0,12,11,5,new,0.24,6,industrial,2.5,89,1.1619,0.81,false,none
0,12,6,10,new,0.49,6,industrial,1.8,71,1.491,0.9,false,none
0,12,12,-16,new,0.27,2,waste-zone,3.18,94,1.9686,0.61,false,none
0,12,-6,-13,new,0.07,2,natural,2.23,60,0.5464,0.68,false,none
0,12,-3,15,new,0.01,12,natural,4.92,90,1.1931,0.97,false,none
0,12,2,-17,new,0.46,15,natural,4.18,89,1.7581,0.89,false,none
0,12,11,-17,new,0.88,3,waste-zone,2.67,68,1.7606,0.93,false,none
0,12,-3,-4,new,0.32,3,industrial,2.35,55,1.6502,0.96,false,none
0,12,14,-10,new,0.45,2,industrial,4.69,68,0.6451,0.88,false,none
0,12,-17,13,new,0.21,1,natural,2.23,68,0.8082,0.79,false,none
0,12,-14,-11,waste,high,15,industrial,3.78,59,0.8449,0.77,true,recyclers
0,12,5,10,new,0.32,0,natural,1.95,74,0.8321,0.8,false,none
0,12,8,17,new,0.19,18,waste-zone,1.22,74,1.4914,0.52,false,none
0,13,12,13,new,0.43,11,industrial,3.08,50,1.8386,0.56,false,none
0,13,16,11,new,0.46,9,industrial,4.23,62,0.6628,0.69,false,none
0,13,6,2,waste,low,15,waste-zone,4.55,71,1.1129,0.62,false,none
0,13,3,-7,new,0.43,16,natural,1.54,51,1.1428,0.98,false,none
0,13,11,-2,new,0.78,9,industrial,2.45,58,1.3244,0.63,false,none
0,13,15,-16,new,0.69,7,natural,3.04,85,1.5125,0.58,false,none
0,13,-4,13,new,0.17,4,waste-zone,3.61,50,1.2364,0.59,false,none
0,13,-17,17,new,0,10,natural,3.09,95,0.8703,0.73,false,none
0,13,12,-11,waste,high,15,industrial,1.98,93,0.8677,0.89,false,none
0,13,3,-3,new,0.99,9,industrial,1.85,77,0.8153,0.53,false,none
0,13,-11,-8,new,0.75,9,industrial,2.99,91,1.4508,0.98,false,none
0,13,-2,1,new,0.27,3,industrial,3.03,64,1.8213,0.69,false,none
0,13,-12,-11,new,low,3,waste-zone,4.99,64,1.9532,0.63,false,none
0,13,-5,9,recycled,0.49,10,natural,3.51,80,0.895,0.92,false,none
0,13,-15,-3,recycled,0.27,4,natural,1.17,50,0.8637,0.79,false,none
0,13,5,16,new,0.48,18,natural,1.37,96,1.9867,0.99,false,none
0,13,11,-3,new,0.03,6,waste-zone,2.84,74,1.2874,0.58,false,none
0,13,-12,-12,new,0.36,3,industrial,1.28,60,1.7124,0.77,false,none
0,13,17,15,new,0.99,1,natural,4.73,98,1.848,0.96,false,none
0,13,-13,-14,new,0.86,1,industrial,1.55,77,0.7048,0.94,false,none
0,13,-2,-3,new,0.23,16,industrial,3.98,80,1.1555,0.59,false,none
0,13,16,9,new,0.28,4,industrial,3.14,65,0.5645,0.81,false,none
0,13,1,4,new,0.74,2,industrial,4.96,52,1.4566,0.53,false,none
0,13,-4,-6,new,0.97,10,industrial,2.23,65,1.6156,0.77,false,none
0,13,13,-13,new,0.24,18,industrial,1.76,50,1.9201,0.75,false,none
0,13,-17,10,new,0.47,18,waste-zone,2.67,81,0.9853,0.98,false,none
0,13,-5,0,new,0.85,1,industrial,4.37,72,0.6144,0.75,false,none
0,13,-15,-9,recycled,0.37,3,industrial,3.24,56,0.6481,0.95,false,none
0,13,11,3,new,0.33,14,waste-zone,1.23,84,0.665,0.92,false,none
0,13,0,8,new,0.46,13,waste-zone,3.63,81,0.5535,0.59,false,none
0,13,-3,-16,recycled,0.99,1,industrial,2.21,94,1.7436,0.95,false,none
0,13,-1,-4,new,0.4,3,industrial,1.25,76,1.9948,0.79,false,none
0,13,14,3,new,0.77,19,industrial,3.85,74,0.7029,0.93,false,none
0,13,-7,-13,new,0.24,8,natural,1.74,52,0.8276,0.72,false,none
0,13,-13,16,new,0.44,8,waste-zone,4.03,69,1.7633,0.97,false,none
0,13,7,14,recycled,0.3,15,natural,1.44,78,0.7274,0.97,false,none
0,13,0,1,new,0.98,10,waste-zone,3.41,95,1.7217,0.93,false,none
0,13,-6,17,new,0.13,9,waste-zone,3.44,94,1.6865,0.92,false,none
0,13,-7,-11,recycled,0.84,13,natural,4.98,97,1.0059,0.95,false,none
0,13,9,13,new,0.44,19,industrial,4.26,82,1.9399,0.94,false,none
0,13,2,12,waste,low,11,waste-zone,4.33,57,1.8953,0.57,false,none
0,13,-7,13,recycled,0.74,3,waste-zone,4.48,62,1.0521,0.71,false,none
0,13,7,5,waste,low,17,waste-zone,1.17,81,1.6114,0.76,false,none
0,13,11,-4,new,0.92,1,industrial,1.9,79,1.0523,0.93,false,none
0,13,14,-2,new,0.96,17,waste-zone,3.68,91,1.012,0.87,false,none
0,13,-8,4,new,0.26,14,waste-zone,3.27,57,0.5698,0.75,false,none
0,13,-7,7,new,0.33,17,waste-zone,4.95,64,1.454,0.54,false,none
0,13,15,-14,new,0.04,8,waste-zone,4.22,89,0.8266,0.54,false,none
0,13,9,2,new,0.74,13,waste-zone,2.36,66,0.5108,0.63,false,none
0,13,-13,9,new,0.44,18,natural,3.78,56,1.7746,0.91,false,none
0,13,8,-17,waste,high,2,natural,3.66,58,0.7905,0.91,false,none
0,13,-1,2,new,0.7,4,natural,4.69,67,1.6983,1,false,none
0,13,4,-13,new,0.1,9,natural,3.55,50,0.7241,0.85,false,none
0,13,-2,0,new,0.85,19,waste-zone,3.43,54,1.4606,0.95,false,none
0,13,-8,13,waste,high,15,industrial,3.63,96,0.6019,0.59,false,none
0,13,-13,-9,new,0.06,2,natural,2.21,92,1.0053,0.76,false,none
0,13,-14,2,new,0.71,16,waste-zone,3.94,65,1.0424,0.75,false,none
0,13,10,0,recycled,0.67,7,industrial,1.82,62,1.4917,0.99,false,none
0,13,-14,1,new,0.64,14,waste-zone,3.02,73,1.8409,0.9,false,none
0,13,4,14,new,0.99,10,waste-zone,4.57,59,1.4754,0.75,false,none
0,13,13,-1,waste,high,2,natural,3.73,77,1.545,1,false,none
0,13,-12,-5,new,0.65,14,waste-zone,4.85,50,0.8288,0.89,false,none
0,13,2,-1,new,0.31,19,natural,3.66,51,1.3743,0.61,false,none
0,13,7,-7,new,0.31,5,natural,3.4,71,1.8745,0.81,false,none
0,13,10,-10,new,0.32,12,natural,4.73,60,1.3306,0.73,false,none
0,13,-9,-2,new,0.88,4,waste-zone,2.34,67,1.8384,0.64,false,none
0,13,12,-7,new,0.9,16,industrial,3.72,90,1.7721,0.94,false,none
0,13,-14,-2,new,0.19,4,natural,2.48,72,1.3857,0.98,false,none
0,13,16,-16,new,0.35,8,natural,3.49,78,1.0237,0.5,false,none
0,13,-14,8,new,0.65,0,industrial,2.91,66,0.8728,0.68,false,none
0,13,-16,16,new,0.69,10,natural,2.14,61,1.5968,0.51,false,none
0,13,16,-12,new,0.7,5,industrial,1.9,78,1.4492,0.72,false,none
0,13,-15,-8,new,0.92,9,industrial,4.39,70,1.8189,0.61,false,none
0,13,-4,-15,new,0.9,1,natural,1.3,75,0.8899,0.5,false,none
0,13,12,-1,new,0.62,10,industrial,2.58,60,0.7173,0.88,false,none
0,13,4,13,new,0.85,14,industrial,2.31,64,1.7103,0.69,false,none
0,13,-3,1,new,0.04,12,industrial,1.68,81,0.5591,0.88,false,none
0,13,7,-11,new,0.07,13,natural,1.85,56,1.0554,0.71,false,none
0,13,-1,-2,waste,high,18,natural,4.06,53,1.6682,0.94,false,none
0,13,-2,-4,new,0.67,4,industrial,2.04,64,1.2088,0.6,false,none
0,13,8,-5,recycled,0.27,10,industrial,4.45,57,0.9198,0.86,false,none
0,13,-9,14,new,0.92,2,waste-zone,3.73,62,1.0501,0.63,false,none
0,13,-11,-5,new,0.6,10,industrial,4.87,61,1.7772,0.99,false,none
0,13,-6,-1,recycled,0.57,2,natural,3.69,95,1.6104,0.87,false,none
0,13,7,-3,waste,high,9,industrial,4.14,62,1.7946,0.98,false,none
0,13,10,8,new,0.34,18,waste-zone,3.33,76,1.6899,0.84,false,none
0,13,9,-10,new,0.43,6,industrial,2.8,57,1.4119,0.76,false,none
0,13,-14,-14,waste,0.69,5,waste-zone,4.86,80,1.0135,0.66,false,none
0,13,8,4,new,0.94,14,industrial,4.94,94,1.1846,0.61,false,none
0,13,-15,-13,recycled,0.88,7,industrial,4.21,78,1.1566,0.93,false,none
0,13,17,5,recycled,0.69,11,industrial,1.85,69,1.7583,0.69,false,none
0,13,-5,-15,new,0.95,8,industrial,3.81,87,1.2633,0.65,false,none
0,13,-6,-13,new,0.07,2,natural,2.23,60,0.5464,0.68,false,none
0,13,5,15,waste,low,3,waste-zone,1.01,52,1.0737,0.68,false,none
0,13,15,1,new,0.96,2,industrial,4.06,82,1.9985,0.85,false,none
0,13,-3,5,new,0.18,14,industrial,1.42,66,1.9431,0.96,false,none
0,13,-9,-17,new,0.73,3,waste-zone,4.94,74,1.7899,0.75,false,none
0,13,5,5,waste,low,8,natural,1.63,89,1.1023,0.52,false,none
0,13,12,10,new,0.4,9,natural,4.94,97,1.1798,0.9,false,none
0,13,9,-16,new,0.85,12,natural,1.99,67,1.5898,0.67,false,none
0,14,12,-9,new,0.06,11,industrial,4.37,71,0.6441,0.77,false,none
0,14,13,17,waste,high,8,natural,3.99,53,1.8876,0.84,false,none
0,14,15,-3,new,0.39,7,industrial,3.65,67,1.5123,0.97,false,none
0,14,9,-17,new,0.81,7,industrial,1.9,96,0.5448,0.88,false,none
0,14,9,2,new,0.74,13,waste-zone,2.36,66,0.5108,0.63,false,none
0,14,15,6,waste,low,19,industrial,1.01,98,1.1114,0.9,false,none
0,14,7,-8,waste,high,1,natural,4.96,88,1.5221,0.84,false,none
0,14,12,-6,recycled,0.39,3,waste-zone,1.63,82,1.0951,0.68,false,none
0,14,-9,-13,new,0.93,0,natural,1.71,81,1.5968,0.9,false,none
0,14,-1,2,new,0.7,4,natural,4.69,67,1.6983,1,false,none
0,14,-1,-16,waste,low,12,waste-zone,4.56,80,1.5738,0.8,false,none
0,14,-14,6,new,0.43,8,industrial,4.2,86,1.8877,0.84,false,none
0,14,1,-14,new,0.96,11,natural,2.21,69,0.5662,0.75,false,none
0,14,16,-5,new,0.52,15,waste-zone,2.02,87,1.1653,0.97,false,none
0,14,6,0,waste,low,10,natural,1.65,57,1.0299,0.94,false,none
0,14,5,-7,new,0.41,16,natural,1.84,58,1.1518,0.78,false,none
0,14,10,-3,new,0.39,12,natural,3.56,88,1.3263,0.64,false,none
0,14,-3,6,new,0.58,8,natural,2.27,93,1.3805,0.77,false,none
0,14,-1,-4,new,0.4,3,industrial,1.25,76,1.9948,0.79,false,none
0,14,2,16,new,0.2,19,natural,2.4,53,1.6863,0.65,false,none
0,14,-15,6,new,0.06,10,waste-zone,2.52,67,1.0457,0.72,false,none
0,14,-14,-14,waste,0.69,5,waste-zone,4.86,80,1.0135,0.66,false,none
0,14,7,-11,new,0.07,13,natural,1.85,56,1.0554,0.71,false,none
0,14,3,14,new,0.68,8,natural,3.2,74,1.4665,0.96,false,none
0,14,9,6,new,0.24,4,natural,4.13,96,1.8569,0.55,false,none
0,14,-13,-2,new,0.09,7,industrial,4.66,80,1.3342,0.52,false,none
0,14,17,-17,new,0.41,12,waste-zone,3.62,64,1.0298,0.7,false,none
0,14,-10,-14,new,0.69,11,industrial,4.1,80,1.7114,0.58,false,none
0,14,-10,4,new,0.35,19,natural,3.51,52,1.439,0.64,false,none
0,14,-11,8,new,0.18,8,waste-zone,1.83,97,0.6861,0.93,false,none
0,14,5,10,new,0.32,0,natural,1.95,74,0.8321,0.8,false,none
0,14,-7,-11,recycled,0.84,13,natural,4.98,97,1.0059,0.95,false,none
0,14,17,-4,new,0.9,3,natural,2.14,51,0.5424,0.96,false,none
0,14,7,-6,new,0.36,0,industrial,3.39,55,0.8197,0.75,false,none
0,14,-4,3,new,0.93,10,natural,2.13,55,1.6616,0.82,false,none
0,14,13,13,new,0.13,1,industrial,4.69,81,0.568,0.73,false,none
0,14,6,7,new,0.2,14,natural,4.13,64,1.6718,0.98,false,none
0,14,-12,-15,new,0.61,1,natural,1.38,75,1.0538,0.94,false,none
0,14,-2,3,new,0.34,3,industrial,1.29,70,1.5993,0.62,false,none
0,14,16,8,new,0.2,5,waste-zone,2.36,65,1.0367,0.91,false,none
0,14,1,14,waste,low,18,natural,4.7,69,1.1364,0.55,false,none
0,14,16,-9,recycled,0.86,15,waste-zone,2.73,97,1.6741,0.79,false,none
0,14,-14,-9,new,0.45,9,waste-zone,3.59,81,1.4201,0.55,false,none
0,14,13,9,new,0.96,17,waste-zone,1.28,91,0.6441,0.63,false,none
0,14,-10,7,new,0.33,16,industrial,4.04,82,0.9211,0.93,false,none
0,14,0,11,waste,high,5,natural,1.53,72,0.956,0.92,true,recyclers
0,14,7,6,new,0.64,11,waste-zone,1.39,66,1.3658,0.63,false,none
0,14,3,-12,new,0.11,17,natural,3.93,66,1.5966,0.57,false,none
0,14,6,-6,recycled,0.16,8,industrial,1.35,91,0.6979,0.51,false,none
0,14,4,8,new,0.33,18,industrial,4.05,50,0.8698,0.54,false,none
0,14,3,4,new,0.55,17,waste-zone,1.92,69,1.9441,0.68,false,none
0,14,16,17,new,0.21,9,industrial,1.44,83,1.1679,0.65,false,none
0,14,-16,-2,waste,high,15,waste-zone,3.41,76,1.789,0.95,false,none
0,14,1,1,new,0.22,3,natural,1.52,58,1.3505,0.84,false,none
0,14,5,-6,new,0.68,9,waste-zone,1.13,85,0.581,0.86,false,none
0,14,-9,9,new,0.23,9,natural,3.12,66,1.0779,0.85,false,none
0,14,11,-13,new,0.56,2,industrial,1.58,86,1.173,0.61,false,none
0,14,-14,-3,new,0.08,1,industrial,3.72,90,1.0922,0.73,false,none
0,14,-12,-2,waste,high,18,industrial,3.38,97,0.7374,0.7,false,none
0,14,-5,-1,new,0.38,15,waste-zone,2.5,85,0.6632,0.97,false,none
0,14,-14,1,new,0.64,14,waste-zone,3.02,73,1.8409,0.9,false,none
0,14,5,0,waste,low,1,waste-zone,3.1,93,1.0325,0.64,false,none
0,14,12,1,new,0.09,6,natural,4.15,82,0.8059,0.7,false,none
0,14,-14,-2,new,0.19,4,natural,2.48,72,1.3857,0.98,false,none
0,14,13,7,new,0.48,2,industrial,3.06,84,1.6182,0.53,false,none
0,14,5,15,waste,low,3,waste-zone,1.01,52,1.0737,0.68,false,none
0,14,5,5,waste,low,8,natural,1.63,89,1.1023,0.52,false,none
0,14,9,-4,new,0.41,18,waste-zone,3.93,65,1.0754,0.74,false,none
0,14,5,2,new,0.81,14,natural,4.97,65,0.5644,0.93,false,none
0,14,-2,6,new,0.57,16,natural,1.83,86,0.7439,0.59,false,none
0,14,10,1,new,0.23,2,industrial,1.84,90,0.8499,0.69,false,none
0,14,15,7,recycled,0.42,17,waste-zone,1.13,83,1.754,0.89,false,none
0,14,-2,-1,new,0.77,19,natural,1.43,92,1.7223,0.73,false,none
0,14,-13,-17,new,0.4,19,waste-zone,1.47,77,1.6705,0.64,false,none
0,14,-12,-1,waste,high,6,natural,4.69,76,0.923,0.99,false,none
0,14,-15,-15,new,0.53,18,natural,2.49,78,1.4613,0.71,false,none
0,14,11,16,new,0.4,16,natural,1.4,98,1.6956,0.74,false,none
0,14,-1,6,new,0.24,15,waste-zone,2.38,78,0.8311,0.64,false,none
0,14,6,1,new,0.49,12,natural,4.61,88,1.0576,0.94,false,none
0,14,-8,-4,new,0.27,16,waste-zone,3.82,64,1.2411,0.62,false,none
0,14,9,5,new,0.93,11,natural,2.41,78,0.8044,0.52,false,none
0,14,3,-9,new,0.71,11,waste-zone,2.76,97,1.9018,0.54,false,none
0,14,-4,12,new,0.03,18,natural,2.76,69,1.2739,0.96,false,none
0,14,17,-9,new,0.59,6,waste-zone,3.97,95,0.7782,0.86,false,none
0,14,5,3,new,0.64,12,natural,2.71,97,1.0583,0.61,false,none
0,14,4,-16,recycled,0.39,8,natural,1.1,95,1.1216,0.78,false,none
0,14,-3,-14,new,0.87,10,industrial,2.38,65,1.3239,0.72,false,none
0,14,10,-5,new,0.17,4,industrial,4.7,63,1.3541,0.89,false,none
0,14,-16,-7,new,0.86,0,natural,1.59,93,1.2593,0.66,false,none
0,14,-5,-14,waste,low,5,natural,3.19,56,1.8833,0.53,false,none
0,14,12,17,new,0.5,3,natural,2.6,71,1.8411,0.81,false,none
0,14,1,-17,new,0.07,8,industrial,1.34,85,0.519,0.75,false,none
0,14,-1,5,new,0.34,8,natural,3.81,75,1.1856,0.6,false,none
0,14,13,-8,new,0.81,6,industrial,4.49,62,1.8775,0.68,false,none
0,14,4,10,new,0.82,10,waste-zone,1.01,71,0.6876,0.81,false,none
0,14,14,0,recycled,0.19,11,waste-zone,2.78,64,1.9212,0.56,false,none
0,14,-11,0,new,0.88,13,industrial,1.79,86,0.8805,0.65,false,none
0,14,-2,-13,new,0.04,0,industrial,2.41,54,1.0305,0.9,false,none
0,14,-17,-3,new,0.27,16,industrial,2.4,71,1.1066,0.59,false,none
0,14,15,3,new,0.44,17,waste-zone,2.8,58,1.8932,0.92,false,none
0,15,-14,17,new,0.82,2,natural,3.84,77,1.2969,0.75,false,none
0,15,-14,-8,new,0.64,10,waste-zone,4.03,77,0.7679,0.78,false,none
0,15,-9,2,new,0.78,18,waste-zone,2.76,60,0.5837,0.74,false,none
0,15,-3,9,new,0.04,1,industrial,2.03,85,1.8644,0.83,false,none
0,15,-8,-5,new,0.92,13,natural,4.2,85,1.4155,0.85,false,none
0,15,-13,-8,new,0.86,14,waste-zone,4.28,82,0.8093,0.92,false,none
0,15,14,-8,new,0.98,19,natural,2.84,61,1.4003,0.83,false,none
0,15,-3,-16,recycled,0.99,1,industrial,2.21,94,1.7436,0.95,false,none
0,15,-8,14,new,0.26,12,industrial,2.77,60,0.599,0.96,false,none
