simulation_mode,ticks,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,last_changed,agent_present,agent_type
simulation_mode,tick,pxcor,pycor,resource_type,resource_quality,pollution_level,region_type,cost_to_extract,carrying_capacity,regeneration_rate,pollution_sensitivity,agent_present,agent_type
0,8,-17,-3,new,0.14,9,waste-zone,1.87,77,1.7276,0.73,false,none
0,8,-14,3,new,0.41,14,industrial,3.74,53,1.0693,0.64,false,none
0,8,15,17,new,0.04,12,waste-zone,3.22,99,1.2442,0.66,false,none
0,8,-17,7,new,0.96,19,industrial,2.17,78,1.412,0.8,false,none
0,8,4,2,new,0.42,10,waste-zone,3.88,89,0.8155,0.88,false,none
0,8,2,14,new,0.79,10,natural,1.11,86,1.6652,0.52,false,none
0,8,5,-17,new,0.87,0,industrial,4.5,61,1.3895,0.96,false,none
0,8,12,-8,new,0.86,8,industrial,2.68,97,0.9524,0.6,false,none
0,8,-9,1,new,0.5,12,natural,1.6,80,1.3082,0.71,false,none
0,8,-17,11,new,0.23,12,industrial,2.11,52,0.9164,0.8,false,none
0,8,11,-17,new,0.47,3,waste-zone,2.92,92,0.7649,0.93,false,none
0,8,17,-14,new,0.36,14,natural,3.56,60,1.4982,0.53,false,none
0,8,0,8,waste,high,19,industrial,3.89,63,1.1167,0.58,false,none
0,8,-4,11,waste,0.46,21,natural,4.05,56,1.6528,0.9,true,wastefuls
0,8,6,1,new,0.81,16,natural,2.07,70,0.9377,0.61,false,none
0,8,-10,-10,new,0.05,4,industrial,4.93,84,1.3281,0.54,false,none
0,8,-13,-10,new,0.32,2,waste-zone,4.17,83,1.3521,0.83,false,none
0,8,7,-2,new,0.36,18,industrial,3.43,69,0.5087,0.76,false,none
0,8,-11,13,new,0.55,18,waste-zone,4.86,59,1.9657,0.85,false,none
0,8,10,9,new,0.99,7,waste-zone,4.04,63,1.458,0.95,false,none
0,8,-5,-10,new,0.54,16,waste-zone,3.99,54,1.0374,0.73,false,none
0,8,-5,-5,waste,low,13,natural,4.1,86,0.8111,0.58,false,none
0,8,-9,-15,new,0.58,14,waste-zone,1.56,66,1.4711,0.63,false,none
0,8,10,-11,new,0.09,4,industrial,2.4,71,1.9859,0.67,false,none
0,8,3,13,new,0.33,7,industrial,4.06,58,1.6769,0.73,false,none
0,8,-9,-6,new,0.26,13,industrial,4.44,99,1.3694,0.88,false,none
0,8,-13,-2,new,0.76,14,industrial,3.01,95,0.9942,0.77,false,none
0,8,-15,-16,new,0.63,16,natural,4.95,55,0.8194,0.65,false,none
0,8,16,-13,new,0.32,7,natural,2.86,72,1.581,0.84,false,none
0,8,-16,4,new,0.6,12,industrial,2.86,84,0.8115,0.52,false,none
0,8,3,16,new,0.99,7,industrial,1.03,56,1.3728,0.98,false,none
0,8,14,8,new,0.6,10,natural,2.41,72,0.9783,0.91,false,none
0,8,-17,17,new,0.07,6,industrial,4.9,86,1.5784,0.95,false,none
0,8,11,-5,recycled,0.54,15,waste-zone,3.21,55,0.6302,0.68,false,none
0,8,-10,-1,new,0.62,14,waste-zone,4.79,50,0.5146,0.72,false,none
0,8,17,14,new,0.32,8,industrial,2.42,57,1.6771,0.67,false,none
0,8,-2,-15,new,0.33,5,waste-zone,4.88,76,0.9707,0.8,false,none
0,8,-13,-5,new,0.05,4,waste-zone,3.34,51,1.4369,0.68,false,none
0,8,-16,16,new,0.85,3,waste-zone,3.88,60,0.7318,0.79,false,none
0,8,-9,-9,waste,high,16,waste-zone,2.4,81,1.4491,0.53,false,none
0,8,-17,-10,recycled,0.06,3,industrial,2.17,64,1.0063,0.69,false,none
0,8,-7,-14,new,0.83,7,waste-zone,4.17,98,1.4454,0.83,false,none
0,8,-15,-7,new,0,13,industrial,3.44,89,1.7488,0.72,false,none
0,8,-10,17,recycled,0.43,8,industrial,3.92,94,1.2174,0.63,false,none
0,8,-8,16,new,0.65,2,natural,4.7,61,1.6819,0.6,false,none
0,8,9,2,new,low,1,waste-zone,3.56,81,1.1223,0.99,false,none
0,8,4,10,new,0.87,9,waste-zone,2.71,73,0.7878,0.99,false,none
0,8,0,4,new,0.98,12,natural,3.63,76,1.2842,0.52,false,none
0,8,3,-4,new,0.06,11,waste-zone,2.84,67,0.6106,0.87,false,none
0,8,13,-1,new,0.98,19,natural,1.56,62,1.6602,0.53,false,none
0,8,13,10,new,0.43,19,natural,4.67,97,0.9612,0.87,false,none
0,8,10,-7,new,0.4,19,waste-zone,2.92,52,1.576,0.54,false,none
0,8,13,16,new,0.33,5,waste-zone,2.92,71,1.5441,0.88,false,none
0,8,-10,-15,new,0.72,5,industrial,3.11,77,0.9948,0.81,false,none
0,8,-14,-16,new,0.23,10,natural,3.59,86,1.9388,0.89,false,none
0,8,-12,-9,new,0.94,16,natural,3.23,62,1.6515,0.77,false,none
0,8,7,-7,new,0.19,7,natural,2.05,89,0.7492,0.96,false,none
0,9,-9,9,new,0.36,2,industrial,2.24,83,1.2279,0.94,false,none
0,9,-2,-5,new,0.49,11,natural,4.04,80,0.6576,0.76,false,none
0,9,12,-12,new,0.15,1,industrial,4.96,53,1.304,0.6,false,none
0,9,-15,-11,new,0.31,7,industrial,4.38,72,1.5769,0.99,false,none
0,9,7,-1,recycled,0.04,4,industrial,3.6,64,0.806,0.75,false,none
0,9,-2,9,new,0.05,2,industrial,4.44,89,1.1306,0.93,false,none
0,9,-7,-11,new,0.05,9,natural,1.92,68,0.6766,0.93,false,none
0,9,14,-6,new,0.13,9,natural,2.29,56,1.5854,0.75,false,none
0,9,-14,-9,new,0.57,10,industrial,4.12,63,1.1489,0.52,false,none
0,9,7,-14,new,0.67,5,waste-zone,4.67,76,1.5483,0.68,false,none
0,9,-10,-15,new,0.72,5,industrial,3.11,77,0.9948,0.81,false,none
0,9,-11,-1,new,0.21,3,waste-zone,2.67,69,1.7321,0.66,false,none
0,9,3,8,new,0.9,10,waste-zone,1.73,75,1.6032,0.71,false,none
0,9,-9,10,new,0.42,17,waste-zone,2.41,63,1.4377,0.72,false,none
0,9,-10,16,new,0.91,7,waste-zone,1.16,91,1.1723,0.75,false,none
0,9,4,-12,new,0.09,2,industrial,2.14,80,1.1828,0.69,false,none
0,9,-5,4,waste,high,4,waste-zone,4.91,60,0.9619,0.56,false,none
0,9,2,15,new,0.76,9,industrial,1.92,70,1.9493,0.56,false,none
0,9,17,12,new,0.69,8,waste-zone,1.47,54,1.7595,0.94,false,none
0,9,-10,7,recycled,0.07,8,natural,4.39,62,1.6156,0.78,false,none
0,9,16,16,new,0.87,3,natural,4.76,87,0.5841,0.55,false,none
0,9,9,3,recycled,0.01,16,natural,3.95,93,1.4782,0.75,false,none
0,9,-8,-9,recycled,0.53,0,natural,3.19,96,1.801,0.58,false,none
0,9,1,-7,new,0.06,11,industrial,2.5,99,1.2725,0.56,false,none
0,9,-12,-17,new,0.49,6,industrial,2.73,59,1.8954,0.9,false,none
0,9,-7,-7,new,0.34,11,natural,3.76,86,0.8607,0.69,false,none
0,9,-15,-6,new,0.95,1,industrial,3.79,81,1.9492,0.87,false,none
0,9,-11,1,new,0.33,1,waste-zone,1.4,86,0.8585,0.55,false,none
0,9,3,2,recycled,0.64,6,waste-zone,2.93,90,0.5695,0.58,false,none
0,9,16,1,recycled,0.4,15,industrial,3.46,50,1.5028,0.55,false,none
0,9,9,-6,new,0.52,10,industrial,2.54,62,1.5769,0.82,false,none
0,9,-13,11,new,0.73,0,waste-zone,3.81,66,1.5121,0.71,false,none
0,9,-10,14,new,0.19,1,waste-zone,3.76,74,0.8765,0.92,false,none
0,9,-1,4,new,0.96,7,industrial,3.33,73,1.3541,0.56,false,none
0,9,6,-3,new,0.69,10,industrial,2.58,97,1.2238,0.99,false,none
0,9,-15,14,new,0.77,11,waste-zone,1.21,86,1.7219,0.54,false,none
0,9,-8,-6,new,0.61,4,waste-zone,1.6,85,0.5779,0.72,false,none
0,9,-17,12,new,0.46,13,waste-zone,3.88,76,1.8138,0.82,false,none
0,9,-1,8,new,0.72,18,waste-zone,3.39,80,0.8577,0.97,false,none
0,9,-7,-17,new,0.4,16,natural,2.94,63,1.9973,0.56,false,none
0,9,11,-13,new,0.95,3,natural,3.16,95,1.4568,0.84,false,none
0,9,-14,16,new,0.06,0,waste-zone,1.1,71,0.5047,0.76,false,none
0,9,2,-9,new,0.05,2,natural,4.69,60,0.9403,0.67,false,none
0,9,-15,-4,new,0.58,4,industrial,1.33,88,1.5383,0.53,false,none
0,9,-9,-13,new,0.12,15,natural,3.03,74,0.9268,0.93,false,none
0,9,8,2,recycled,0.28,19,natural,4.89,81,1.7428,0.8,false,none
0,9,-9,0,new,0.22,10,natural,3.2,86,1.3137,0.85,false,none
0,9,2,-5,new,0.09,14,industrial,3.01,59,1.2292,0.63,false,none
0,9,4,9,new,0.91,5,industrial,3.85,68,1.333,0.55,false,none
0,9,-12,8,new,0.08,0,waste-zone,1.53,53,0.9903,0.72,false,none
0,9,16,-7,new,0.03,9,waste-zone,4.29,83,1.6404,0.98,false,none
0,9,-16,12,new,0.12,19,natural,4.56,58,1.139,0.77,false,none
0,9,-1,1,waste,high,18,industrial,1.07,55,1.4199,0.57,false,none
0,9,-6,-11,new,0.61,9,industrial,4.97,89,0.7816,0.98,false,none
0,9,-5,-9,new,0.9,17,waste-zone,2.86,52,1.549,0.74,false,none
0,9,-7,2,new,0.39,10,industrial,2.58,62,1.1948,0.67,false,none
0,9,6,2,new,0.44,11,waste-zone,1.96,66,0.9931,0.62,false,none
0,9,13,-5,new,0.37,1,industrial,1.39,91,1.8148,0.87,false,none
0,9,6,14,new,0.99,0,natural,2.68,98,0.6178,0.52,false,none
0,9,-16,-6,waste,high,17,waste-zone,2.73,75,0.7958,0.65,false,none
0,9,6,8,new,0.04,13,waste-zone,4.82,80,0.5905,0.79,false,none
0,9,8,-4,recycled,0.98,13,industrial,1.25,88,0.8471,0.82,false,none
0,9,12,-9,new,0.93,5,natural,4.28,61,0.9727,0.93,false,none
0,9,-11,17,new,0.11,7,natural,2.99,82,1.2463,0.7,false,none
0,9,-1,-2,recycled,0.78,10,industrial,4.61,63,0.9164,0.74,false,none
0,9,-5,-5,waste,low,13,natural,4.1,86,0.8111,0.58,false,none
0,9,6,-17,new,0.15,13,industrial,3.29,55,0.9998,0.84,false,none
0,9,8,7,new,0.57,12,waste-zone,2.99,85,1.3321,0.72,false,none
0,9,4,-17,new,0.42,6,industrial,4.85,75,1.3275,0.82,false,none
0,9,16,-16,new,0.33,9,industrial,2.37,60,0.6379,0.67,false,none
0,9,-13,15,new,0.18,16,natural,4.84,73,1.0563,0.66,false,none
0,9,-11,-7,new,0.23,4,industrial,2.11,52,1.9189,0.52,false,none
0,9,10,0,new,0.69,8,industrial,2.87,62,1.6796,0.91,false,none
0,9,6,3,new,0.44,3,industrial,1.51,93,1.4192,0.72,false,none
0,9,9,-1,new,0.16,19,natural,3.85,79,1.5491,0.68,false,none
0,9,-11,-12,new,0.3,0,natural,4.58,78,1.3632,0.98,false,none
0,9,1,9,new,0.4,0,waste-zone,3.39,62,1.9864,0.99,false,none
0,9,6,-16,new,0.7,9,industrial,2.73,54,1.3983,0.92,false,none
0,9,13,-1,new,0.98,19,natural,1.56,62,1.6602,0.53,false,none
0,9,4,-15,recycled,0.83,8,industrial,2.28,85,1.3641,0.98,false,none
0,9,-8,-5,new,0.67,1,natural,3.31,95,1.8676,0.73,false,none
0,9,17,9,new,0.49,4,waste-zone,2.81,92,1.2926,0.56,false,none
0,9,-11,-8,recycled,0.07,15,natural,2.34,53,0.7769,0.66,false,none
0,9,10,-10,waste,high,9,waste-zone,3.54,55,1.3015,0.65,false,none
0,9,13,-4,new,0.14,14,natural,2.22,54,0.9602,0.81,false,none
0,9,13,8,new,0.18,13,industrial,3.37,61,1.179,0.7,false,none
0,9,-4,4,new,0.61,14,industrial,3,53,1.4075,0.87,false,none
0,9,4,-13,new,0.67,18,industrial,1.21,61,1.612,1,false,none
0,9,4,12,new,0.01,18,waste-zone,2.84,58,1.6275,0.51,false,none
0,9,12,13,new,0.69,8,natural,2.04,89,0.9018,0.65,false,none
0,9,4,-6,new,0.58,12,industrial,3.37,92,1.9808,0.83,false,none
0,9,-6,-15,new,0.84,14,natural,3.1,99,1.1544,0.99,false,none
0,9,-4,7,new,0.18,12,waste-zone,2.31,51,1.815,0.59,false,none
0,9,-4,10,new,0.55,10,natural,1.96,73,0.9043,0.98,false,none
0,9,-4,-7,new,0.3,15,waste-zone,4.38,71,1.2255,0.74,false,none
0,9,10,-11,new,0.09,4,industrial,2.4,71,1.9859,0.67,false,none
0,9,9,-17,waste,low,18,waste-zone,3.88,93,0.8018,0.75,false,none
0,9,-10,-6,new,0.95,0,natural,4.9,52,1.7985,0.72,false,none
0,9,16,13,recycled,0.95,10,natural,4.17,91,1.7968,1,false,none
0,9,-1,-7,new,0.79,12,natural,2.53,72,0.9889,0.66,false,none
0,10,17,11,new,0.32,12,industrial,3.71,78,1.3487,0.92,true,recyclers
0,10,5,15,new,0.1,6,natural,1.82,87,1.8607,0.74,false,none
0,10,-1,-13,new,0.9,2,waste-zone,1.75,96,1.999,0.51,false,none
0,10,-11,-2,waste,high,14,natural,4.8,82,0.8405,0.82,false,none
0,10,8,13,new,0.97,0,industrial,4.07,94,1.3342,0.84,false,none
0,10,2,3,new,0.07,1,industrial,3.58,84,1.129,0.65,false,none
0,10,5,-10,new,0.3,1,natural,2.21,72,1.4499,0.53,false,none
0,10,3,4,new,0.96,5,natural,1.61,64,0.914,0.63,false,none
0,10,15,-11,new,0.72,8,natural,1.91,89,1.2871,0.85,false,none
0,10,0,-17,new,0.03,18,natural,3.45,75,1.9846,0.66,false,none
0,10,4,14,new,0.67,6,waste-zone,3.42,73,0.613,0.98,false,none
0,10,-4,-14,new,0.09,2,waste-zone,4.13,78,0.7936,0.67,false,none
0,10,-7,-16,new,0.36,11,natural,4.43,80,0.7252,0.74,false,none
0,10,-13,-11,new,0.58,18,waste-zone,3.27,77,1.4412,0.53,false,none
0,10,-13,-8,new,0.14,16,waste-zone,3.08,62,1.425,0.73,false,none
0,10,3,1,new,0.58,5,industrial,2.45,77,1.6718,0.75,false,none
0,10,-14,-1,new,0.98,4,natural,4.77,58,1.3439,0.75,false,none
0,10,-9,-3,new,0.92,15,industrial,2.1,81,0.9362,0.68,false,none
0,10,8,-1,new,0.12,19,waste-zone,2.28,73,0.5348,0.81,false,none
0,10,14,13,new,0.2,3,industrial,4.04,62,1.4985,0.8,false,none
0,10,12,12,new,0.45,8,industrial,4.55,96,1.7193,0.69,false,none
0,10,-12,8,new,0.08,0,waste-zone,1.53,53,0.9903,0.72,false,none
0,10,16,-4,new,0.87,8,industrial,3.96,94,1.5125,0.78,false,none
0,10,14,-14,waste,high,18,natural,4.3,86,0.76,0.54,false,none
0,10,13,-10,new,0.09,10,natural,1.93,80,1.4386,0.84,false,none
0,10,12,-1,new,0.63,10,natural,2.02,60,1.6169,0.94,false,none
0,10,16,-2,recycled,0.41,12,natural,1.64,52,1.042,0.7,false,none
0,10,-13,-13,new,0.31,1,industrial,3.82,54,1.4543,0.96,false,none
0,10,-13,-15,new,0.43,2,waste-zone,2.7,58,1.1184,0.9,false,none
0,10,-7,-11,new,0.05,9,natural,1.92,68,0.6766,0.93,false,none
0,10,5,0,new,0.85,8,industrial,4.39,54,1.8303,0.88,false,none
0,10,-6,7,new,0.25,11,industrial,2.66,69,0.7463,0.94,false,none
0,10,-4,16,new,0.67,6,waste-zone,3.05,71,1.1144,0.76,false,none
0,10,-11,11,waste,low,19,industrial,4.19,67,1.3405,0.56,false,none
0,10,12,1,new,0.22,6,waste-zone,1.1,66,1.3873,0.76,false,none
0,10,16,14,new,0.54,12,waste-zone,4.77,90,0.5649,0.52,false,none
0,10,13,11,new,0.33,10,industrial,3.99,72,1.9305,0.7,false,none
0,10,14,-16,waste,high,13,industrial,2.38,98,1.7814,0.66,false,none
0,10,6,5,new,0.8,10,natural,3.98,88,1.7901,0.84,false,none
0,10,17,9,new,0.49,4,waste-zone,2.81,92,1.2926,0.56,false,none
0,10,13,-3,new,0.79,0,waste-zone,2.4,85,1.9197,0.59,false,none
0,10,17,6,new,0.46,6,industrial,1,83,0.8048,0.51,false,none
0,10,15,10,new,0.16,9,industrial,3.15,72,1.844,0.63,false,none
0,10,-13,2,new,0.99,10,waste-zone,4.47,93,0.9845,0.97,false,none
0,10,9,-6,new,0.52,10,industrial,2.54,62,1.5769,0.82,false,none
0,10,0,11,new,0.23,2,industrial,1.49,55,0.7089,0.64,false,none
0,10,8,10,recycled,0.08,14,waste-zone,2.66,93,1.3022,0.95,false,none
0,10,-5,4,waste,high,4,waste-zone,4.91,60,0.9619,0.56,false,none
0,10,8,3,new,0.73,3,natural,1.53,88,0.9247,0.8,false,none
0,10,14,-3,new,0.85,14,natural,2.88,96,1.8005,0.7,false,none
0,10,13,-5,new,0.37,1,industrial,1.39,91,1.8148,0.87,false,none
0,10,-10,15,new,0.98,15,waste-zone,2.67,72,0.9802,0.75,false,none
0,10,-5,-1,recycled,0.32,2,natural,2.41,73,0.8698,0.6,false,none
0,10,-12,-2,new,0.4,15,natural,1.13,69,0.8331,0.8,false,none
0,10,-15,4,new,0.44,16,natural,3.37,51,0.8571,0.78,false,none
0,10,6,3,new,0.44,3,industrial,1.51,93,1.4192,0.72,false,none
0,10,10,-16,new,0.73,14,natural,3.41,94,1.6393,0.86,false,none
0,10,4,-11,new,0.89,17,industrial,4.97,92,1.7422,0.64,false,none
0,10,11,11,new,0.85,4,industrial,1.21,94,1.5233,0.68,false,none
0,10,-16,-15,new,0.45,15,industrial,1.61,70,1.312,0.86,false,none
0,10,12,-13,new,0.27,12,industrial,2.59,85,1.0889,0.76,false,none
0,10,-3,3,new,0.18,18,waste-zone,4.8,67,1.8353,0.83,false,none
0,10,-2,-14,new,0.21,15,natural,4.41,97,1.0826,0.6,false,none
0,10,1,15,waste,low,7,waste-zone,2.49,97,1.7547,0.85,true,recyclers
0,10,-12,-5,new,0.15,14,natural,1.34,55,0.8089,0.53,false,none
0,10,-16,-12,new,0.24,17,natural,3.45,70,1.7417,0.5,false,none
0,10,16,7,new,0.86,6,natural,2.41,75,0.7797,1,false,none
0,10,0,0,new,0.97,2,industrial,2.55,74,0.7653,0.64,false,none
0,10,11,-3,new,1,19,waste-zone,3.42,72,1.0457,0.64,false,none
0,10,-3,8,new,0.28,9,industrial,1.44,64,0.6106,0.64,false,none
0,10,-5,-15,new,0.64,10,industrial,4.62,56,1.5502,0.61,false,none
0,10,-2,13,new,0.05,17,waste-zone,4.73,75,1.746,0.59,false,none
0,10,-9,8,new,0.35,1,natural,3.25,74,1.712,0.71,false,none
0,10,-8,-6,new,0.61,4,waste-zone,1.6,85,0.5779,0.72,false,none
0,10,6,-8,new,0.7,6,waste-zone,3.84,99,0.5398,0.61,false,none
0,10,17,10,new,0.27,3,waste-zone,1.14,76,1.5019,0.9,false,none
0,10,12,-11,new,0.81,0,industrial,2.19,64,1.0456,0.8,false,none
0,10,-7,9,new,0.89,14,waste-zone,1.94,97,1.5306,0.82,false,none
0,10,16,5,new,0.04,6,natural,4.63,76,1.4579,0.53,false,none
0,10,-1,4,new,0.96,7,industrial,3.33,73,1.3541,0.56,false,none
0,10,11,-12,new,1,15,waste-zone,2.62,59,1.2704,0.87,false,none
0,10,-5,-7,new,0.26,1,industrial,1.6,87,1.9398,0.98,false,none
0,10,4,8,new,0.73,11,waste-zone,4.51,64,1.1172,0.5,false,none
0,10,8,1,new,0.99,4,natural,1.22,95,0.7608,0.99,false,none
0,10,-2,-17,new,0.86,6,industrial,1.29,98,1.8241,0.66,false,none
0,10,0,-2,new,0.32,8,waste-zone,1.8,51,0.9071,0.92,false,none
0,10,-13,14,new,0.18,1,waste-zone,1.82,52,1.9293,0.92,false,none
0,10,-8,-17,new,0.6,1,waste-zone,3.2,60,0.6902,0.91,false,none
0,10,17,-7,new,0.17,5,natural,1.65,93,1.4367,0.85,false,none
0,10,-17,-12,new,0.99,15,industrial,4.01,64,0.8335,0.75,false,none
0,10,17,-5,new,0.2,13,industrial,2.05,89,0.5157,0.58,false,none
0,10,3,-10,new,0.02,8,natural,4.11,65,0.5823,0.63,false,none
0,10,-13,-4,new,0.12,5,waste-zone,2.52,90,1.6561,0.54,false,none
0,10,5,-15,new,0.07,10,industrial,3.29,86,1.2009,0.64,false,none
0,10,-10,-15,new,0.72,5,industrial,3.11,77,0.9948,0.81,false,none
0,10,13,8,new,0.18,13,industrial,3.37,61,1.179,0.7,false,none
0,10,-9,-11,new,0.71,16,waste-zone,1.9,86,0.9686,0.68,false,none
0,10,11,-10,new,0.66,1,industrial,4.11,66,0.9403,0.82,false,none
0,10,-16,-9,new,0.04,5,industrial,4.64,99,0.6384,0.51,false,none
0,10,-8,1,new,0.08,15,industrial,4.81,57,1.4517,0.56,false,none
0,11,-1,-5,new,0.73,4,industrial,1.87,89,1.5355,0.87,false,none
0,11,-2,-12,new,0.13,14,industrial,3.33,60,1.9953,0.98,false,none
0,11,-1,-4,recycled,0.83,0,waste-zone,1.06,78,1.9875,0.82,false,none
0,11,12,6,new,0.36,9,waste-zone,3.94,89,0.6926,0.65,false,none
0,11,4,7,waste,low,19,industrial,2.24,61,1.6576,0.87,false,none
0,11,-15,8,new,0.43,10,industrial,4.02,94,1.6037,0.8,false,none
0,11,10,6,new,0.35,0,waste-zone,1.98,54,0.9946,0.5,false,none
0,11,-11,-3,new,0.36,4,industrial,1.66,75,0.5566,0.57,false,none
0,11,4,5,new,0.26,4,natural,1.86,97,1.4699,0.76,false,none
0,11,-8,-5,new,0.67,1,natural,3.31,95,1.8676,0.73,false,none
0,11,2,-5,new,0.09,14,industrial,3.01,59,1.2292,0.63,false,none
0,11,-17,5,new,0.21,14,natural,2.76,91,0.7717,0.68,false,none
0,11,-15,-15,new,0.77,13,industrial,1.58,67,1.4833,0.52,false,none
0,11,-7,10,new,0.97,16,waste-zone,3.19,61,0.9091,0.6,false,none
0,11,-4,7,new,0.18,12,waste-zone,2.31,51,1.815,0.59,false,none
0,11,-12,13,recycled,0.82,5,industrial,3.63,98,1.342,0.57,false,none
0,11,11,-17,new,0.47,3,waste-zone,2.92,92,0.7649,0.93,false,none
0,11,14,6,recycled,0.12,6,waste-zone,4.53,55,1.7053,0.89,false,none
0,11,15,16,new,0.14,8,industrial,4.36,81,1.0704,0.8,false,none
0,11,-14,15,new,0.99,8,waste-zone,4.42,73,1.8829,0.71,false,none
0,11,-2,-4,new,0.26,17,waste-zone,1.72,83,0.9302,0.52,false,none
0,11,3,2,recycled,0.64,6,waste-zone,2.93,90,0.5695,0.58,false,none
0,11,-15,2,recycled,0.52,13,waste-zone,3.66,99,1.8374,0.58,false,none
0,11,-9,-1,new,0.64,8,natural,2.47,85,0.9322,0.92,false,none
0,11,-12,8,new,0.08,0,waste-zone,1.53,53,0.9903,0.72,false,none
0,11,15,-5,new,0.81,7,natural,3.3,81,0.8649,0.69,false,none
0,11,-14,-4,new,0.51,8,natural,2.87,85,1.7043,0.79,false,none
0,11,-7,-10,new,0.22,3,industrial,4.36,64,1.8536,0.9,false,none
0,11,5,-16,new,0.33,16,waste-zone,3.35,97,1.7539,0.74,false,none
0,11,-17,2,new,0.73,6,industrial,4.88,83,0.898,0.66,false,none
0,11,3,4,new,0.96,5,natural,1.61,64,0.914,0.63,false,none
0,11,2,15,new,0.76,9,industrial,1.92,70,1.9493,0.56,false,none
0,11,-9,-10,new,0.9,3,natural,2.33,55,1.2862,0.69,false,none
0,11,-3,10,waste,high,0,waste-zone,1.32,80,0.932,0.94,false,none
0,11,8,-8,new,0.98,15,natural,1.39,92,1.2533,0.53,false,none
0,11,1,6,new,0.45,19,natural,4.56,75,0.9609,0.64,false,none
0,11,2,-13,waste,high,15,waste-zone,1.08,52,1.0451,0.91,false,none
0,11,-15,13,new,0.12,8,natural,2.31,83,0.7034,0.95,false,none
0,11,11,-8,new,0.11,19,industrial,1.33,72,1.1568,0.89,false,none
0,11,-4,9,new,0.12,14,industrial,3.12,65,0.702,0.96,false,none
0,11,-10,5,new,0.14,17,industrial,3.09,66,1.1916,0.98,false,none
0,11,5,-1,new,0.26,7,industrial,1.73,77,1.6898,0.58,false,none
0,11,-3,0,new,0.56,1,natural,3.83,76,0.9347,0.91,false,none
0,11,6,15,new,0.41,8,waste-zone,2.57,93,1.6657,0.84,false,none
0,11,2,13,new,0.65,12,industrial,4.13,81,0.9185,0.94,false,none
0,11,1,7,new,0.79,19,industrial,2.24,78,1.4847,0.77,false,none
0,11,-8,-4,new,0.26,0,waste-zone,2.09,94,0.5168,0.63,false,none
0,11,-12,-15,new,0.66,11,natural,1.24,74,1.1331,0.71,false,none
0,11,-16,-2,new,0.23,10,waste-zone,3.25,89,1.0405,0.63,false,none
0,11,11,-10,new,0.66,1,industrial,4.11,66,0.9403,0.82,false,none
0,11,12,-3,new,0.15,19,industrial,2.76,63,0.987,0.74,false,none
0,11,9,-12,new,0.17,12,natural,4.92,80,1.0845,0.86,false,none
0,11,4,9,new,0.91,5,industrial,3.85,68,1.333,0.55,false,none
0,11,-7,6,new,0.16,6,waste-zone,3.86,53,1.3674,0.81,false,none
0,11,-7,14,new,0.35,11,natural,2.46,72,1.5506,0.53,false,none
0,11,-5,12,new,0.23,9,waste-zone,1.26,79,0.5992,0.53,false,none
0,11,-5,8,new,0.16,17,waste-zone,3.98,97,1.618,0.78,false,none
0,11,-9,14,waste,high,5,natural,4.26,93,0.6907,0.76,false,none
0,11,9,-17,waste,low,18,waste-zone,3.88,93,0.8018,0.75,false,none
0,11,-11,-16,new,0.54,14,waste-zone,2.14,65,1.0814,0.87,false,none
0,11,-11,2,new,0.13,9,waste-zone,2.31,54,1.0282,0.92,false,none
0,11,-15,-9,new,0.99,14,natural,1.94,95,0.6528,0.63,false,none
0,11,4,-6,new,0.58,12,industrial,3.37,92,1.9808,0.83,false,none
0,11,0,15,new,0.02,11,industrial,3.57,58,1.339,0.66,false,none
0,11,-17,-13,new,0.11,19,industrial,3.02,77,1.8066,0.95,false,none
0,11,-10,7,recycled,0.07,8,natural,4.39,62,1.6156,0.78,false,none
0,11,13,15,waste,high,1,natural,3.89,95,1.2765,0.57,false,none
0,11,10,-4,new,0.44,1,natural,1.27,84,1.1265,0.97,false,none
0,11,5,2,new,0.99,19,waste-zone,3.35,85,0.7867,0.77,false,none
0,11,-10,16,new,0.91,7,waste-zone,1.16,91,1.1723,0.75,false,none
0,11,-11,-15,new,0.86,3,industrial,2,93,0.6173,0.71,false,none
0,11,-7,-17,new,0.4,16,natural,2.94,63,1.9973,0.56,false,none
0,11,-5,16,new,0.01,12,waste-zone,4.31,96,1.1711,0.95,false,none
0,11,14,-4,new,0.51,9,waste-zone,3.73,98,1.3602,0.51,false,none
0,11,1,-13,waste,low,17,natural,4.72,99,0.8192,0.57,false,none
0,11,-14,9,new,0.26,11,industrial,3.8,96,0.5975,0.91,false,none
0,11,11,15,new,0.43,15,industrial,3.12,55,0.6613,0.62,false,none
0,11,-14,7,new,0.36,7,waste-zone,2.12,78,1.0788,0.82,false,none
0,11,-5,0,new,0.66,2,natural,2.53,73,0.9081,0.95,false,none
0,11,-17,-17,recycled,0.05,13,waste-zone,3.14,84,1.6895,0.98,false,none
0,11,-9,11,waste,low,17,industrial,1.22,79,1.5203,1,false,none
0,11,9,3,recycled,0.01,16,natural,3.95,93,1.4782,0.75,false,none
0,11,-12,2,new,0.86,3,waste-zone,1.79,98,1.5095,0.78,false,none
0,11,-6,1,new,0.28,13,natural,2.62,94,0.6314,0.74,false,none
0,11,-11,-7,new,0.23,4,industrial,2.11,52,1.9189,0.52,false,none
